Time,n_RoW,psi_o_RoW,psi_y_RoW,n_y_RoW,n_m_RoW,n_o_RoW,mu_o_RoW,mu_m_RoW,mu_y_RoW,s_o_RoW,s_m_RoW,s_y_RoW,h_m_RoW,h_y_RoW,a_RoW,a_o_RoW,a_m_RoW,a_y_RoW,z_o_RoW,z_m_RoW,z_y_RoW,c_o_RoW,c_m_RoW,c_y_RoW,y_RoW,k_RoW,w_RoW,inv_RoW,b_RoW,gov_RoW,e_RoW,t_RoW,tilde_R_RoW,g_RoW,q_RoW,tilde_s_m_RoW,tilde_s_y_RoW,tilde_s_o_RoW,Omega_m_RoW,Omega_y_RoW,eta_o_RoW,eta_m_RoW,eta_y_RoW,walras_RoW,gamma_RoW,phi_RoW,alpha,delta,beta,sigma,b_y,g_y,repl,x,omega,nu,w_indiv_RoW,t_indiv_RoW,e_indiv_RoW,c_y_indiv_RoW,c_m_indiv_RoW,c_o_indiv_RoW,a_y_indiv_RoW,a_m_indiv_RoW,a_o_indiv_RoW
22,0.00540024844457167,0.258621003153653,0.149555225384891,-0.0101856683655021,0.00538146588146526,0.014713288650406,0.0840316833858364,0.0403074374356882,0.0346156709922093,0.758045337663991,2.43407199341512,0.337109298775694,3.14756693224541,0.433068211025505,3.51015286346828,0.995327361259454,2.64425686993153,-0.129431367722701,1.82982721281385,8.17677092187661,0.663721300241193,0.153763460971765,0.329584682304922,0.0229751581626949,1.11540136700133,2.84091204326748,0.747318915890894,0.330227723811619,0.669240820200801,0.278850341750334,0.0773089470813614,0.368609359870526,1.03194578204527,1.01042724968679,1.02129646876125,0.710138390162882,0.106204906995273,0.183656702841845,1.08365651185172,1.07117825632869,0.283556699657415,0.753316728011308,-0.0368734276687231,4.97410157296612e-16,0.91714949255685,0.0288341882018332,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.05235673249475,0.519066938186484,0.420942692997901,0.216328593590477,0.464113314912219,0.837233047269601,-1.2186947984283,3.72357966638731,5.41949923884116
23,0.00498587740963322,0.261080116454889,0.147200974212982,-0.0109079475356054,0.00491104507697804,0.0144663019485156,0.0830331107501811,0.0398618234142259,0.0342349388339541,0.777443180067874,2.48825279775063,0.340146502804927,3.17220127042383,0.430742868670787,3.53448013367263,1.00742962323723,2.65554121272605,-0.12849070229065,1.86115765422617,8.26629314378276,0.66517074909833,0.154537709596478,0.329509517526564,0.0227720799132666,1.11838573769773,2.86344869105399,0.749318444257481,0.33196999623699,0.67103144261864,0.279596434424433,0.0782528586754158,0.370106789613163,1.03121207173353,1.01001080679668,1.02099112682179,0.710085512492222,0.104525279213379,0.185389208294399,1.08347466161074,1.07114725048359,0.285029080695066,0.751324413291337,-0.0363534939864024,1.37222818071902e-15,0.917799752460472,0.0282797045248041,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.05525099593648,0.52121439334001,0.422100398374591,0.217861938132491,0.464042022727753,0.833585250286369,-1.22927872814716,3.73974847537133,5.43413304639301
24,0.00455862150400134,0.263589490932852,0.144857640509516,-0.0115497710817086,0.00444019484259628,0.0140943830810683,0.0821659177021048,0.0394674676034087,0.0338959316397749,0.796271967144527,2.53891288957769,0.342430612425177,3.19452861658791,0.427946456252317,3.55891086853586,1.01977046832659,2.66661625850273,-0.127475858293463,1.89230967468926,8.34993930912405,0.665457512749573,0.155483360965093,0.329550959110215,0.022556302365542,1.12137453881733,2.88608614524546,0.75132094100761,0.333440281672147,0.672824723290397,0.280343634704332,0.0792161217469548,0.371651526353118,1.03047177549436,1.00958141461152,1.02069210128128,0.710001801044471,0.102849185656809,0.18714901329872,1.08335398959647,1.07115234687342,0.286540041601133,0.749278742008813,-0.0358187836099459,-1.98552047089708e-16,0.91833833570578,0.0277400572874319,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.05819582415475,0.523451526188227,0.4232783296619,0.219314350633837,0.464155103022863,0.830799790095162,-1.23944450779444,3.75578801994575,5.44897592753468
25,0.00413965228263206,0.266129455709005,0.142553533039517,-0.0119976557770392,0.00397152810190327,0.0136458603699126,0.0813932667165595,0.0391117240525034,0.0335889951600023,0.814655209867153,2.5865642759161,0.344119531311556,3.21507365156201,0.424851002227439,3.58320423016011,1.03223613085895,2.67736157966904,-0.126393480367881,1.92324057199746,8.42857979211307,0.664910736691949,0.15653883280459,0.329656286922474,0.0223336835208352,1.124320982422,2.90861164070691,0.753295058222739,0.334711933568599,0.674592589453199,0.2810802456055,0.0801896015332403,0.373219056266186,1.02973439907283,1.00916035054405,1.0203872937712,0.709882924680167,0.101196318957583,0.18892075636225,1.08326873105293,1.07117515206673,0.288076276023841,0.747197594021851,-0.0352738700456915,3.84072131261252e-16,0.918801411482651,0.027233575994396,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.0611539340267,0.525747335638954,0.42446157361068,0.220696599944475,0.464381203521691,0.828595204776929,-1.24899286525293,3.77155371200865,5.46385770804174
26,0.00375339103346624,0.268694046948662,0.140329611231361,-0.012144670691829,0.00351070660790342,0.0131811685273167,0.0806585082362805,0.0387740635062998,0.0332980783688941,0.832986559653997,2.63259087061044,0.345528554595461,3.23474728969667,0.421724910110114,3.60718139111154,1.04476175323103,2.68767619625096,-0.125256558370447,1.95420399312794,8.50434017357155,0.664110510151673,0.157623178844278,0.329747825911823,0.0221136038165449,1.12716974637416,2.93087954328705,0.755203730070685,0.33589270120797,0.676301847824493,0.281792436593539,0.0811674986013667,0.374781721172349,1.02900620891199,1.00877215798863,1.02005809811772,0.709711291357349,0.0995935096026838,0.190695199039967,1.08318268228203,1.07119038520479,0.289633827620642,0.74509039186926,-0.034724219489902,8.05312300340404e-16,0.919241924059257,0.0267794408931817,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.06409992241539,0.528076311785269,0.425639968966158,0.222038603768102,0.464622487943186,0.826571301416155,-1.25767792369345,3.78699934604489,5.47869982302
27,0.00342124843666741,0.271291024828405,0.138231766058187,-0.0119293234819466,0.00306592224627211,0.0127607407269186,0.0798974433040802,0.0384304851027463,0.0330041610545959,0.851851823110753,2.67897760802951,0.347069123675952,3.25463627415049,0.418877193599878,3.63073965690435,1.05733888211238,2.69748571561396,-0.124084940821987,1.98569463750151,8.58013877348055,0.663768498897748,0.158651924689487,0.329738895260003,0.0219071224439055,1.12986546435442,2.9528203782917,0.757009861117461,0.33710115587242,0.677919278612652,0.282466366088605,0.0821479924111057,0.376310141544039,1.02828977974283,1.00843835467885,1.01968531340749,0.709459972173276,0.0980699049011041,0.192470122925619,1.08305728214806,1.07117168095203,0.29121858960622,0.74295762586019,-0.034176215466411,-6.30946151147492e-16,0.919718113679894,0.0263918849197974,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.06702265217095,0.530417720948082,0.426809060868382,0.223382723435871,0.464774487910741,0.824293777537609,-1.2652703288243,3.8021675942489,5.49352214276389
28,0.00315483063857174,0.273938063152878,0.136299546592446,-0.0113687524053578,0.00264635321163742,0.0124293651064222,0.0790560648412909,0.0380601021292092,0.032690445815377,0.871866476318921,2.72776856855513,0.349143167274614,3.2756858397774,0.416577329541816,3.65385241648179,1.07000906819827,2.70674697805884,-0.122903629775318,2.01830154627894,8.65885316107496,0.664541008886904,0.159558977882935,0.329556835581081,0.0217241418457918,1.13236425972991,2.97443386064384,0.75868405401904,0.338433239487624,0.679418555837946,0.283091064932478,0.0831329761211797,0.377778993121551,1.02758425868362,1.00817060479176,1.0192563181267,0.709100362300358,0.0966500578700782,0.194249579829564,1.08286250333994,1.07109918231304,0.292844085155289,0.740792640076419,-0.033636725231708,1.301178299643e-15,0.92027740388392,0.0260748304887665,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.0699247868917,0.532758144271731,0.427969914756682,0.224771120933983,0.464753444085097,0.821412216298912,-1.271635345946,3.81715638852308,5.50842410643616
29,0.0029559268645432,0.276660050215075,0.134556896438133,-0.0105544281411848,0.00225990931848918,0.012218870387005,0.0780893423678787,0.0376446332302871,0.0323419301452384,0.893689480543561,2.78115719865297,0.352132795460101,3.29873387629069,0.415034618372669,3.67657315528338,1.08285998556153,2.71545326601705,-0.121740096295201,2.05271709214376,8.74345279313597,0.666999364389747,0.16029532776283,0.329144073512847,0.0215720468521782,1.13463918822979,2.9957896423455,0.760208256113962,0.33996794304449,0.680783512937877,0.283659797057449,0.0841277017241615,0.379172634776381,1.0268864694467,1.00797070649887,1.01876618320937,0.70860827059338,0.0953481296814378,0.196043599725182,1.08257649718332,1.07095942778579,0.294529699213047,0.738582683200824,-0.0331123824138717,2.12333730792633e-16,0.920957365095394,0.0258213455483032,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.07281877401371,0.535094847903577,0.429127509605483,0.2262450970381,0.464493694431799,0.817651420334738,-1.27679585013298,3.83209366684807,5.5235671405723
30,0.00281698608686277,0.279485392203665,0.133007124014383,-0.00962823456913831,0.00191137928762641,0.0121432226150122,0.076968651478265,0.0371714106166561,0.0319478803971125,0.91793524675277,2.84116487269364,0.356340694364875,3.32438509942997,0.414363208118113,3.69902625963535,1.09601329945072,2.72363351346408,-0.120620553279448,2.08964569540908,8.83655831338123,0.671537550552672,0.160837211209664,0.32846733745061,0.0214542013491317,1.13668480494735,3.01701537666694,0.761578819314723,0.341754853701105,0.682010882968409,0.284171201236837,0.0851400620040719,0.380486309657661,1.02619159299488,1.0078310710173,1.01821785664838,0.707968352765154,0.0941648344944935,0.197866812740352,1.08218886663351,1.0707472041946,0.296297788261073,0.736310943012477,-0.03260873127355,5.80573824832506e-17,0.92177961579659,0.025615833925825,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.07572438279222,0.537434064914869,0.43028975311689,0.227836659664986,0.463957655971055,0.812855925570095,-1.28095115259297,3.84711195468868,5.53914668292022
31,0.00272394392287827,0.282442665392395,0.13163286560284,-0.008747338041591,0.00160142480287662,0.0121995065702596,0.0756830394508628,0.0366341472808872,0.0315025516607718,0.945133661536433,2.90948824548168,0.361966933492795,3.35298299423317,0.414576208985524,3.72138813280241,1.10960949365739,2.73134500675136,-0.119566367606336,2.12974948973835,8.9402557976785,0.678346417949343,0.161185914612156,0.327518647559592,0.0213696430773599,1.13851636692531,3.03827831264723,0.762805965839957,0.343813069944874,0.683109820155185,0.284629091731327,0.0861795800676232,0.381726869492647,1.02549405188752,1.00773756364249,1.0176201512037,0.707175803612268,0.0930875775144737,0.199736618873258,1.08170013394349,1.07046477111,0.298170858308352,0.733958649104876,-0.0321295074132285,-2.42866428857657e-16,0.922749393264223,0.025437966527183,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.07866525119147,0.539790625672964,0.431466100476588,0.229564928510866,0.463136105458671,0.806992305774613,-1.28445030796666,3.86232814075311,5.55536335758985
32,0.00266322322457002,0.285560160199684,0.130402990934984,-0.00802904016712702,0.00132657312056783,0.012378835312493,0.0742292863939248,0.0360295093982834,0.0310025898276869,0.975816299663963,2.98774831347058,0.369156245796412,3.38478997579456,0.415629289739035,3.74386811665488,1.12379900564644,2.7386610601962,-0.118591949187751,2.17371168592719,9.05650281183727,0.687508118553075,0.161353067219888,0.326301353099903,0.0213145322053787,1.14016132809434,3.05977131979828,0.763908089823211,0.346152043545588,0.684096796856607,0.285040332023586,0.0872566866031002,0.382910199099234,1.02478829193447,1.00767653934069,1.01698139425273,0.706233067716953,0.09209490432748,0.201672027955567,1.08111429238587,1.0701162697651,0.300170564407928,0.73150575149988,-0.0316763159078084,1.51704822272526e-15,0.923865295882224,0.0252696875553287,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.08166570604334,0.542186732118155,0.432666282417336,0.231440950626176,0.462030692154844,0.800076584024026,-1.28771455982027,3.87784314468522,5.57240891083832
33,0.00262630417735504,0.288867130001821,0.129282321345636,-0.00752258318814913,0.0010805981869968,0.0126737535676198,0.072604388904539,0.035354436733112,0.0304449669824595,1.0106033256285,3.07773187716782,0.378051833100356,3.42012424834502,0.417466919371643,3.76669185513936,1.13873839193698,2.74565795407889,-0.117704490876516,2.22230867078892,9.18748289309979,0.699098285829349,0.161349362925013,0.324818282582893,0.0212840242338668,1.14164983334975,3.08170195512951,0.76490538834433,0.348785705270537,0.684989900009848,0.285412458337437,0.0883824097015821,0.384055919269496,1.02406893205102,1.00763943569824,1.01630493584383,0.705144298472808,0.0911626917902043,0.203693009736988,1.08043332728365,1.0697036510413,0.302317905400663,0.728930865508455,-0.0312487709091177,3.43446963290896e-16,0.925126527152989,0.025099630839705,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.08475015681323,0.54464869119878,0.43390006272529,0.233472968117795,0.460640869232554,0.792120275179547,-1.29114760177764,3.89375332116476,5.59046377392794
34,0.00260946194079647,0.292393757606988,0.128239579067729,-0.00721606520394458,0.000856464269127111,0.0130753970209387,0.0708086583338069,0.0346074060390613,0.0298280171153984,1.0501730378001,3.18124269744902,0.388795256040661,3.45928403334648,0.420035077800941,3.7900794130423,1.15458287304057,2.75240137949678,-0.116904839495058,2.27637503736611,9.3353680601299,0.713198800378672,0.161187062145971,0.323072872845366,0.0212733060321281,1.14300906331657,3.10427397505236,0.765816072422099,0.351723556463959,0.685805437989939,0.285752265829141,0.0895679356205292,0.385183149414353,1.02333059896469,1.0076225092505,1.01558926043234,0.703911399362699,0.0902693015552484,0.205819299082053,1.07965853287468,1.06922744212962,0.30463289741782,0.726212060362798,-0.0308449577806179,4.22317180536863e-17,0.926530416981699,0.0249235546085797,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.08794384224413,0.547204022783389,0.435177536897653,0.235664901196871,0.458968093339399,0.783148435860291,-1.29506750889734,3.91015315562261,5.60969198802043
35,0.00261156761992224,0.296168729712735,0.127252429905172,-0.00705476661329052,0.00064791581354573,0.0135668577252508,0.0688535867047432,0.0337915863365439,0.0291539920776005,1.09513948377716,3.29966305397749,0.401484285488489,3.5023571589867,0.423271354274969,3.81421381086525,1.1714714404569,2.75893112810556,-0.116188757697219,2.3366758106761,9.50168260273867,0.72984477074504,0.160888510347435,0.321076927817672,0.0212778886788005,1.14426029844096,3.12765763180067,0.766654399955444,0.354951896986813,0.686556179064577,0.28606507461024,0.0908236239053933,0.386308733806698,1.02256811257318,1.00762462545802,1.01483041078751,0.702532762874224,0.0893990011637388,0.208068235962037,1.07879489272926,1.06868974590068,0.307133133731896,0.723328912560307,-0.0304620462922026,7.1252916180655e-16,0.928065716371874,0.0247432155126363,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.09127209501075,0.549880025845656,0.4365088380043,0.238010362552362,0.457027692920786,0.773248783523065,-1.29966505424835,3.92712094567396,5.63022719465283
36,0.00263321654868876,0.300218077681371,0.126308627807401,-0.00696962590278627,0.000450485981034365,0.0141290811084063,0.0667556091586231,0.0329123290189527,0.0284269898203243,1.14611879189501,3.43423753835126,0.416219859016581,3.54931741245893,0.427126266630225,3.83922656562674,1.18952082199815,2.76525467629248,-0.115548932663884,2.40395899935194,9.68767203985613,0.749091612658095,0.160477747091051,0.318843849318319,0.021294419675173,1.14541564704667,3.15197717739874,0.76742848352127,0.358445719200461,0.687249388228003,0.286353911761668,0.0921583616322743,0.387447046956424,1.02177720289295,1.00764638263143,1.01402359052252,0.701003350412124,0.0885427712789463,0.210453878308929,1.07784858050893,1.0680930027411,0.309833452561794,0.720263477289506,-0.0300969298513005,2.84173639111949e-16,0.929717738883829,0.0245635841493747,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.09475722629584,0.552703559446102,0.437902890518337,0.240498680666847,0.45483926593342,0.762531669078976,-1.30500695872572,3.94470964320893,5.65216869157446
37,0.00267612192582066,0.304566516630942,0.125403488549652,-0.00690624207102486,0.000261725561480297,0.0147497839781774,0.0645254252631211,0.0319727030031855,0.0276492471084219,1.20392225576448,3.58679395983943,0.433199005468738,3.6002511961913,0.431590663369987,3.86521033069274,1.20883329253883,2.77135432590459,-0.114977287750678,2.47914345030588,9.89524645871234,0.771133645867918,0.159967784912278,0.316377775750058,0.021321264779871,1.14647752955928,3.17732381295718,0.768139944804717,0.362191321727253,0.687886517735568,0.28661938238982,0.0935798829097028,0.388609145831668,1.02095481379292,1.00768950253545,1.01316408598491,0.699315367718994,0.0876965867083446,0.212988045572661,1.0768223346265,1.06743736331614,0.31274709242494,0.716999616772762,-0.0297467091977015,-6.9377930269745e-16,0.931476983775476,0.0243894076021833,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.09841708085182,0.555699422278136,0.439366832340729,0.243125366449892,0.452410729628336,0.751064617181556,-1.31108053421807,3.96295355977106,5.6755922112372
38,0.00274036720923202,0.309238444726489,0.124534501173193,-0.00684939260734097,8.06977099303552e-05,0.0154215341259922,0.0621689606743214,0.0309736246444164,0.0268211579680114,1.26962164756782,3.75998154376703,0.452731365499081,3.6553565194478,0.436679656630793,3.89223929209745,1.22950550340018,2.77720012108352,-0.114466332386248,2.56339533162329,10.1272309002037,0.796302443464978,0.159363622707866,0.313677047979355,0.0213577537213523,1.14744380931035,3.20377300651125,0.768787352237933,0.366184432574187,0.688466285586209,0.286860952327587,0.0950954420525816,0.389803020163956,1.02009873964651,1.00775406904528,1.01224968569259,0.6974605029756,0.0868578958260708,0.215681601198329,1.07571708716602,1.06672210386999,0.315886411683874,0.713522451365624,-0.0294088630494976,9.94494638016272e-16,0.933337658733039,0.0242217599825236,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.1022665067886,0.558889024541069,0.44090660271544,0.245893059211569,0.449741665142476,0.738883714802004,-1.31785753382124,3.98187439895887,5.70055812164338
39,0.00282214620804996,0.314257198587995,0.123695937293714,-0.00682605972007,-9.30997653614263e-05,0.0161347874921154,0.059694900118031,0.0299168668452539,0.0259437134562998,1.34448058869934,3.95700850722193,0.475184683406496,3.71477963025801,0.442391369490059,3.92037912436482,1.2516296992468,2.78275845719289,-0.114009032074875,2.65807151684159,10.3869574879947,0.824969801121906,0.158673312249948,0.310745223201902,0.0214027803002251,1.14831413341515,3.23139064431573,0.76937046938815,0.370414284309285,0.688988480049089,0.287078533353787,0.0967120833545002,0.391036139508132,1.01920731062019,1.00783625693909,1.01128264001499,0.695432956086451,0.0860222313280519,0.218544812585496,1.07453647253121,1.06594873700776,0.31926241303124,0.709818711093574,-0.0290811241248138,1.02886981221016e-15,0.935291022991515,0.0240568202924213,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.10631867911147,0.562291643048796,0.442527471644589,0.248805221275929,0.446837068163437,0.726044742827627,-1.32534381304402,4.00147624992187,5.7271077928567
40,0.00291379585902947,0.31964268409411,0.122876580795698,-0.00688304135077022,-0.000260812541257205,0.0168719084533495,0.0571224358522872,0.0288085133200928,0.0250214133797585,1.42978962497225,4.18101749844709,0.500888806939205,3.77840561727404,0.448667676667357,3.94967800425363,1.27528494897188,2.78799062574454,-0.113597570462796,2.76455658469411,10.6774402492126,0.857412588240698,0.157918203710596,0.307601178319874,0.0214536750969322,1.14909317729557,3.26022209787629,0.769892428788032,0.374846825844276,0.689455906377342,0.287273294323892,0.0984361929606161,0.39231775821512,1.01827947545154,1.00792836483832,1.01026968877384,0.693231642959297,0.0851819339862223,0.22158642305448,1.0732905450388,1.0651233689108,0.322883269875312,0.705877953220218,-0.0287612230955297,-2.81202331089058e-16,0.937319235953471,0.0238877832074279,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.11058466041954,0.565925924183692,0.444233864167816,0.251857102709152,0.443720625629223,0.712670936846025,-1.33358759477297,4.0217301879687,5.75524859056159
41,0.00300290147465121,0.325404719747908,0.122061003672587,-0.0070592333653241,-0.000424683840860474,0.0175941506170216,0.0544983660118816,0.0276667076336553,0.0240688113751972,1.52627364933463,4.43302141005944,0.529866668593088,3.84532760472041,0.455323024523341,3.98012091076534,1.30050672232692,2.79283529231995,-0.113221103881521,2.88366368197673,10.9987826653478,0.893473433208947,0.157154954768959,0.304300102287027,0.0215048439740393,1.1497925640298,3.29024537234747,0.770361017899964,0.379384521992321,0.689875538417878,0.287448141007449,0.10027164445378,0.393659273860923,1.0173152579503,1.00801791598202,1.00922338960535,0.690862646223433,0.0843273879979314,0.224809965778634,1.07200452579924,1.06426257653085,0.326750556448864,0.701696092804703,-0.0284466492535665,5.19307590018861e-16,0.939381817771514,0.0237079017001696,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.11507116806952,0.569808305620288,0.446028467227808,0.255016128029091,0.440463967693823,0.699056886667143,-1.34263738708826,4.04253335679218,5.7849157968713
42,0.00307134521224539,0.331531400221653,0.121233924509153,-0.00735976559410279,-0.000587799265482691,0.0182290120586024,0.0519153528491947,0.0265304551913678,0.023118060836549,1.63298893937668,4.70826289694952,0.561384953667594,3.91313042533108,0.461962855140205,4.01154419850576,1.32723258725875,2.79717475839242,-0.112863147145415,3.01450442851784,11.3438103777943,0.93203142127903,0.156499055032643,0.300956449580724,0.021546759616647,1.15042966149121,3.32128640161103,0.77078787319911,0.383819981888393,0.690257796894726,0.287607415372802,0.102216153150229,0.395073720739665,1.01631711163362,1.00808670193831,1.00816438673329,0.688342420469938,0.0834504530397004,0.228207126490361,1.07072871092739,1.0634004955564,0.33085328780866,0.697281301038805,-0.0281345888474656,6.27322949802388e-16,0.941401607651661,0.0235138603593062,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.11977389490667,0.573949402202968,0.44790955796267,0.258198234183299,0.437219094204972,0.685776370963828,-1.35245697338182,4.06363849620479,5.81591209560588
